index,sales
2228,15894.783715012723
2233,11801.974576271186
2246,4014.656792645557
2254,10325.96882951654
2275,8459.483771060455
2281,6542.908296943231
2287,14037.147776183645
2300,8075.087929039722
2305,7332.796297670277
2306,5692.001530924678
2313,4470.735771868608
2315,5918.371298575371
2320,4184.283066797529
2322,6794.086037234042
2324,5318.432769277536
2328,9841.685494223364
2335,6505.7655502392345
2340,3833.641253869969
2352,0.0
2381,6855.631358619815
2383,5442.214822134388
2408,3870.401669640581
2422,6855.631358619815
2424,4184.283066797529
2425,0.0
2428,3573.0344827586205
2435,4184.283066797529
2456,7332.796297670277
2471,0.0
2474,5442.214822134388
2493,5318.432769277536
2495,8459.483771060455
2501,0.0
2511,4184.283066797529
2519,4184.283066797529
2522,6855.631358619815
2526,7388.842657342658
2527,9874.873564386624
2539,7645.482517482517
2550,8459.483771060455
2562,0.0
2572,6855.631358619815
2573,6200.148113733507
2576,7078.962590566317
2579,3642.423076923077
2580,5720.391268533773
2594,5918.371298575371
2600,8231.711206896553
2602,9613.021498342927
2621,0.0
2641,0.0
2651,7827.408493664946
2669,6200.148113733507
2686,10365.516441005802
2694,5357.319844789357
2699,9434.257777777777
2700,5442.214822134388
2747,7332.796297670277
2759,5908.1309229305425
2763,5318.432769277536
2794,0.0
2797,0.0
2812,9613.021498342927
2815,7078.962590566317
2824,0.0
2829,7827.408493664946
2830,8772.303810504634
2852,5908.1309229305425
2855,7332.796297670277
2858,0.0
2870,10365.516441005802
2881,6200.148113733507
2884,4184.283066797529
2887,6810.012444235736
2890,8753.609756097561
2897,14735.924
2909,4184.283066797529
2917,10365.516441005802
2929,4570.526867627785
2937,5318.432769277536
2962,9874.873564386624
2985,7940.124158060171
2997,9874.873564386624
3007,4184.283066797529
3015,6794.086037234042
3020,4184.283066797529
3030,6794.086037234042
3035,5918.371298575371
3048,5318.432769277536
3075,5908.1309229305425
3079,7332.796297670277
3087,5318.432769277536
3091,8097.8747913188645
3103,5908.1309229305425
3107,10488.244238410596
3120,0.0
3126,8231.711206896553
3127,9613.021498342927
3131,7388.842657342658
3142,7367.69604756908
3143,0.0
3146,6577.396355353075
3157,6438.055622732769
3162,7078.962590566317
3165,7595.323550319895
3168,0.0
3170,0.0
3172,8772.303810504634
3175,4184.283066797529
3179,4561.577814845705
3188,9613.021498342927
3194,0.0
3200,6200.148113733507
3209,4184.283066797529
3231,9613.021498342927
3235,5908.1309229305425
3238,6772.323453608247
3276,8075.087929039722
3283,0.0
3286,5318.432769277536
3306,0.0
3328,12149.42857142857
3340,7332.796297670277
3347,0.0
3351,6794.086037234042
3357,7157.6569297700435
3364,3870.401669640581
3374,7332.796297670277
3402,7940.124158060171
3407,0.0
3420,5908.1309229305425
3434,5720.391268533773
3436,4184.283066797529
3442,7367.69604756908
3448,5042.449814126394
3456,5442.214822134388
3467,4184.283066797529
3473,5178.620487804878
3486,7002.520179372197
3496,4561.577814845705
3509,7332.796297670277
3517,6577.396355353075
3519,7332.796297670277
3521,5720.391268533773
3534,4068.8228228228227
3539,3870.401669640581
3551,10325.96882951654
3556,4184.283066797529
3559,9908.88679245283
3573,8459.483771060455
3600,8459.483771060455
3602,3870.401669640581
3617,3870.401669640581
3635,9613.021498342927
3641,7332.796297670277
3648,7332.796297670277
3676,0.0
3694,0.0
3707,5318.432769277536
3708,4964.710335747202
3716,6855.631358619815
3734,0.0
3738,7367.69604756908
3744,6795.198970564581
3746,7157.6569297700435
3749,9613.021498342927
3777,5918.371298575371
3794,10325.96882951654
3804,4561.577814845705
3813,17897.98224568138
3828,5692.001530924678
3840,8459.483771060455
3843,5918.371298575371
3844,0.0
3856,7332.796297670277
3864,4184.283066797529
3865,4068.8228228228227
3891,5908.1309229305425
3893,5594.198399085191
3896,5445.12962962963
3910,5908.1309229305425
3920,9613.021498342927
3922,6795.198970564581
3929,0.0
3931,0.0
3932,4561.577814845705
3941,4184.283066797529
3946,4561.577814845705
3966,4570.526867627785
3975,6771.396112311015
3977,0.0
3986,4570.526867627785
3989,22347.18888888889
3993,5442.214822134388
3996,4470.735771868608
4016,17897.98224568138
4020,6855.631358619815
4023,0.0
4031,6855.631358619815
4040,7742.5847457627115
4041,0.0
4042,0.0
4052,3870.401669640581
4067,0.0
4071,10419.624187256177
4104,5918.371298575371
4110,4184.283066797529
4122,8459.483771060455
4127,7916.321880650995
4129,8459.483771060455
4130,0.0
4162,4184.283066797529
4180,4964.710335747202
4181,7868.935185185185
4190,4470.735771868608
4195,0.0
4196,4470.735771868608
4215,3870.401669640581
4233,0.0
4236,0.0
4240,4184.283066797529
4258,3870.401669640581
4264,4802.245588235294
4268,7332.796297670277
4269,7332.796297670277
4286,9613.021498342927
4300,8231.711206896553
4303,0.0
4320,11025.482209737827
4323,7332.796297670277
4327,9931.891304347826
4339,5318.432769277536
4354,5918.371298575371
4366,5442.214822134388
4371,6200.148113733507
4388,7078.962590566317
4422,7595.323550319895
4433,0.0
4434,7940.124158060171
4436,7332.796297670277
4452,8459.483771060455
4474,5318.432769277536
4482,3870.401669640581
4495,0.0
4521,10488.244238410596
4552,3870.401669640581
4555,8600.218782608696
4556,3870.401669640581
4560,7332.796297670277
4577,7883.368131868132
4586,3624.7094594594596
4589,7078.962590566317
4618,0.0
4620,5442.214822134388
4642,5442.214822134388
4654,5318.432769277536
4674,8088.861337683524
4684,4184.283066797529
4710,7940.124158060171
4711,5908.1309229305425
4717,5908.1309229305425
4736,4184.283066797529
4745,6189.312649164678
4747,6855.631358619815
4767,5178.620487804878
4774,9613.021498342927
4790,4570.526867627785
4792,7332.796297670277
4796,9613.021498342927
4799,11501.854395604396
4819,7164.463137996219
4828,7332.796297670277
4840,4561.577814845705
4844,7332.796297670277
4851,6810.012444235736
4870,0.0
4878,0.0
4894,5908.1309229305425
4898,0.0
4919,7332.796297670277
4923,0.0
4924,0.0
4933,3870.401669640581
4977,7332.796297670277
4987,7164.463137996219
4994,5918.371298575371
5005,3870.401669640581
5007,3870.401669640581
5009,5918.371298575371
5016,5180.087281795511
5031,0.0
5032,5720.391268533773
5049,9613.021498342927
5052,9613.021498342927
5053,8459.483771060455
5087,4068.8228228228227
5101,7539.775
5132,0.0
5171,4561.577814845705
5178,4184.283066797529
5189,9613.021498342927
5196,4184.283066797529
5205,5178.620487804878
5210,9613.021498342927
5211,8600.218782608696
5234,4068.8228228228227
5238,7940.124158060171
5242,8123.577572964669
5253,7157.6569297700435
5262,4184.283066797529
5318,9108.432038834952
5327,0.0
5334,7078.962590566317
5366,5318.432769277536
5384,5109.631241997439
5395,0.0
5397,4184.283066797529
5399,9874.873564386624
5419,9874.873564386624
5431,6353.090909090909
5432,7157.6569297700435
5435,4964.710335747202
5437,6795.198970564581
5481,5318.432769277536
5482,7940.124158060171
5485,8459.483771060455
5497,5020.040963855422
5502,5318.432769277536
5513,7367.69604756908
5517,4184.283066797529
5533,5692.001530924678
5535,3962.1671258034894
5539,4964.710335747202
5561,0.0
5574,8600.218782608696
5588,0.0
5593,9613.021498342927
5607,5442.214822134388
5647,8753.609756097561
5662,10708.721271393642
5669,5318.432769277536
5692,5918.371298575371
5713,8459.483771060455
5720,6855.631358619815
5726,6505.7655502392345
5735,7332.796297670277
5758,4561.577814845705
5765,4184.283066797529
5793,9874.873564386624
5798,3870.401669640581
5822,7332.796297670277
5824,6230.291139240507
5826,6810.012444235736
5829,7332.796297670277
5831,0.0
5835,5042.449814126394
5853,6794.086037234042
5875,4184.283066797529
5879,13609.91121495327
5883,6795.198970564581
5890,5908.1309229305425
5914,6794.086037234042
5921,4184.283066797529
5922,6577.396355353075
5935,3870.401669640581
5944,7595.323550319895
5950,0.0
5977,7332.796297670277
5987,0.0
5988,8543.539301310044
5994,7332.796297670277
6009,4470.735771868608
6019,15387.957828405235
6045,8878.756756756757
6056,7332.796297670277
6073,5445.12962962963
6088,4470.735771868608
6094,7078.962590566317
6104,14037.147776183645
6118,0.0
6125,9874.873564386624
6155,0.0
6166,3870.401669640581
6171,5908.1309229305425
6172,6794.086037234042
6174,0.0
6185,4470.735771868608
6191,5318.432769277536
6196,8600.218782608696
6218,10488.244238410596
6221,5318.432769277536
6226,0.0
6232,0.0
6233,5442.214822134388
6248,9613.021498342927
6253,5042.449814126394
6273,5318.432769277536
6280,4184.283066797529
6287,7388.842657342658
6290,0.0
6299,0.0
6315,7332.796297670277
6323,7367.69604756908
6331,0.0
6333,4184.283066797529
6334,7078.962590566317
6369,4068.8228228228227
6376,0.0
6382,7078.962590566317
6383,6794.086037234042
6407,7164.463137996219
6408,9613.021498342927
6412,0.0
6419,7595.323550319895
6428,5318.432769277536
6434,7332.796297670277
6448,9841.685494223364
6451,4561.577814845705
6458,10419.624187256177
6470,8600.218782608696
6472,0.0
6480,5918.371298575371
6482,3573.0344827586205
6486,7367.69604756908
6503,0.0
6507,6200.148113733507
6527,4014.656792645557
6529,6200.148113733507
6540,7595.323550319895
6550,9613.021498342927
6552,5357.319844789357
6553,6855.631358619815
6555,4184.283066797529
6588,14037.147776183645
6607,5908.1309229305425
6612,3870.401669640581
6634,5442.214822134388
6652,4184.283066797529
6655,9874.873564386624
6661,0.0
6681,7827.408493664946
6691,5318.432769277536
6707,3870.401669640581
6710,8075.087929039722
6714,5318.432769277536
6720,4184.283066797529
6726,0.0
6731,14037.147776183645
6740,0.0
6749,0.0
6768,8097.8747913188645
6775,0.0
6778,9613.021498342927
6791,5692.001530924678
6829,9001.550458715596
6842,0.0
6849,3573.0344827586205
6858,9613.021498342927
6863,4184.283066797529
6890,5178.620487804878
6918,5908.1309229305425
6920,4138.461538461538
6923,8459.483771060455
6932,0.0
6933,0.0
6946,7078.962590566317
6947,4068.8228228228227
6973,0.0
6992,5692.001530924678
7005,9874.873564386624
7007,5918.371298575371
7027,8351.398523985239
7035,7078.962590566317
7055,3870.401669640581
7056,4184.283066797529
7095,11955.804755043227
7112,0.0
7113,5318.432769277536
7119,0.0
7122,0.0
7126,6795.198970564581
7127,5318.432769277536
7138,20751.859154929578
7139,9613.021498342927
7162,5918.371298575371
7166,5908.1309229305425
7169,8459.483771060455
7181,4184.283066797529
7190,9874.873564386624
7199,0.0
7200,5042.449814126394
7232,5318.432769277536
7259,9874.873564386624
7263,8114.54
7266,3870.401669640581
7267,7270.892733564014
7299,5918.371298575371
7301,5109.631241997439
7302,5908.1309229305425
7307,7595.323550319895
7309,6804.550387596899
7323,6810.012444235736
7325,8088.861337683524
7330,0.0
7334,7078.962590566317
7338,0.0
7342,7367.69604756908
7349,0.0
7362,10325.96882951654
7363,0.0
7394,0.0
7399,14037.147776183645
7420,8459.483771060455
7428,7078.962590566317
7434,6855.631358619815
7450,8097.8747913188645
7451,7078.962590566317
7455,0.0
7492,7868.935185185185
7507,14037.147776183645
7518,3833.641253869969
7521,5155.364583333333
7526,5908.1309229305425
7557,8459.483771060455
7560,10419.624187256177
7570,0.0
7573,6772.323453608247
7576,5442.214822134388
7594,13609.91121495327
7601,9874.873564386624
7634,7645.482517482517
7668,5318.432769277536
7670,0.0
7682,8908.23000551572
7693,0.0
7696,0.0
7711,7645.482517482517
7713,7595.323550319895
7719,6771.396112311015
7720,6794.086037234042
7732,12331.686971235195
7734,6200.148113733507
7742,7332.796297670277
7753,6438.055622732769
7779,10708.721271393642
7793,9613.021498342927
7797,7916.321880650995
7812,4068.8228228228227
7824,14037.147776183645
7835,4184.283066797529
7855,7332.796297670277
7862,9874.873564386624
7884,6794.086037234042
7894,0.0
7904,3573.0344827586205
7913,5221.031802120141
7920,6795.198970564581
7930,0.0
7936,4184.283066797529
7958,4561.577814845705
7963,0.0
7973,0.0
7979,5318.432769277536
7984,0.0
7986,4184.283066797529
7987,5908.1309229305425
8006,5908.1309229305425
8015,8075.087929039722
8017,7940.124158060171
8031,0.0
8037,4068.8228228228227
8064,5355.5842696629215
8073,4184.283066797529
8083,4184.283066797529
8090,3870.401669640581
8094,7332.796297670277
8113,5318.432769277536
8114,3833.641253869969
8119,0.0
8123,4470.735771868608
8158,0.0
8161,8459.483771060455
8167,4470.735771868608
8181,7827.408493664946
8195,5918.371298575371
8207,12149.42857142857
8215,7332.796297670277
8223,5442.214822134388
8252,7078.962590566317
8255,0.0
8287,7127.463414634146
8309,5318.432769277536
8312,7595.323550319895
8319,4561.577814845705
8327,5918.371298575371
8353,0.0
8365,0.0
8378,6200.148113733507
8385,5318.432769277536
8387,7332.796297670277
8400,3833.641253869969
8402,5442.214822134388
8403,7367.69604756908
8430,0.0
8438,5180.087281795511
8439,11749.211009174312
8464,5318.432769277536
8483,0.0
8503,5442.214822134388
8504,7367.69604756908
8517,4184.283066797529
8522,9874.873564386624
8525,7332.796297670277
8544,9874.873564386624
8557,7595.323550319895
8570,5442.214822134388
8583,6794.086037234042
8590,5318.432769277536
8592,4184.283066797529
8609,6795.198970564581
8613,7595.323550319895
8621,7332.796297670277
8626,3833.641253869969
8627,6200.148113733507
8637,4184.283066797529
8643,12149.42857142857
8654,7595.323550319895
8668,6621.258142340169
8713,6855.631358619815
8729,5318.432769277536
8732,8088.861337683524
8748,3870.401669640581
8758,7332.796297670277
8764,5594.198399085191
8765,0.0
8772,4068.8228228228227
8776,9434.257777777777
8783,7332.796297670277
8797,0.0
8805,10419.624187256177
8817,4590.379713914174
8820,5109.631241997439
8838,9613.021498342927
8869,5442.214822134388
8871,7332.796297670277
8879,7367.69604756908
8888,4561.577814845705
8897,8216.551883674818
8905,0.0
8907,3870.401669640581
8910,15387.957828405235
8944,4068.8228228228227
8953,3624.7094594594596
8989,5918.371298575371
8990,5918.371298575371
8994,7367.69604756908
9020,9434.257777777777
9023,4561.577814845705
9024,5318.432769277536
9047,8908.23000551572
9050,15894.783715012723
9055,9613.021498342927
9064,8075.087929039722
9065,0.0
9084,10488.244238410596
9089,11955.804755043227
9103,9613.021498342927
9111,5318.432769277536
9112,9613.021498342927
9144,4068.8228228228227
9145,6252.547169811321
9147,8830.416666666666
9169,0.0
9184,0.0
9190,6794.086037234042
9199,9874.873564386624
9201,4964.710335747202
9207,4014.656792645557
9220,7332.796297670277
9236,7595.323550319895
9246,0.0
9252,6200.148113733507
9286,6200.148113733507
9316,5357.319844789357
9319,3573.0344827586205
9325,7332.796297670277
9341,5720.391268533773
9343,0.0
9348,6200.148113733507
9383,11955.804755043227
9395,10488.244238410596
9403,0.0
9408,14037.147776183645
9410,5318.432769277536
9416,0.0
9423,6795.198970564581
9444,0.0
9476,6794.086037234042
9482,4184.283066797529
9489,10217.110759493671
9506,4068.8228228228227
9512,5908.1309229305425
9522,7078.962590566317
9566,6353.090909090909
9577,0.0
9580,4184.283066797529
9592,4964.710335747202
9601,9874.873564386624
9607,15387.957828405235
9619,11240.123486682809
9627,11025.482209737827
9628,8231.711206896553
9638,4184.283066797529
9641,4184.283066797529
9652,8243.610738255034
9653,4068.8228228228227
9658,8075.087929039722
9682,0.0
9694,7332.796297670277
9702,0.0
9705,5908.1309229305425
9727,0.0
9740,3870.401669640581
9750,7595.323550319895
9756,0.0
9767,9613.021498342927
9784,8075.087929039722
9785,7332.796297670277
9787,5020.040963855422
9791,4184.283066797529
9802,8785.730569948186
9809,8231.711206896553
9810,0.0
9811,6200.148113733507
9824,5442.214822134388
9826,6794.086037234042
9835,8600.218782608696
9857,9874.873564386624
9859,5178.620487804878
9881,7332.796297670277
9886,6795.198970564581
9897,5318.432769277536
9909,5918.371298575371
9910,6794.086037234042
9920,0.0
9931,5918.371298575371
9937,8459.483771060455
9939,5908.1309229305425
9940,4561.577814845705
9947,0.0
9949,8600.218782608696
9972,8459.483771060455
9985,9613.021498342927
9991,6772.323453608247
10006,6346.31884057971
10016,7595.323550319895
10031,0.0
10039,6794.086037234042
10046,6794.086037234042
10048,3870.401669640581
10049,0.0
10052,4964.710335747202
10064,0.0
10075,5318.432769277536
10105,9613.021498342927
10113,5908.1309229305425
10118,5918.371298575371
10135,6795.198970564581
10145,0.0
10147,10419.624187256177
10151,7332.796297670277
10153,5908.1309229305425
10167,4014.656792645557
10177,5318.432769277536
10208,5109.631241997439
10268,7157.6569297700435
10296,3870.401669640581
10309,4184.283066797529
10316,0.0
10317,0.0
10344,7332.796297670277
10349,6855.631358619815
10351,8097.8747913188645
10353,9613.021498342927
10363,3870.401669640581
10369,10419.624187256177
10373,9613.021498342927
10378,7002.520179372197
10388,7332.796297670277
10391,8937.583090379008
10392,0.0
10393,4184.283066797529
10402,0.0
10438,10419.624187256177
10440,17897.98224568138
10442,9613.021498342927
10463,0.0
10465,7332.796297670277
10502,7332.796297670277
10513,6621.258142340169
10526,4068.8228228228227
10534,4068.8228228228227
10552,0.0
10560,7367.69604756908
10568,15894.783715012723
10571,14037.147776183645
10572,0.0
10574,0.0
10577,5318.432769277536
10594,9613.021498342927
10603,5318.432769277536
10618,4184.283066797529
10625,7827.408493664946
10635,5221.031802120141
10641,10365.516441005802
10642,4470.735771868608
10644,9931.891304347826
10653,6771.396112311015
10657,6408.281669150521
10658,4184.283066797529
10667,6855.631358619815
10677,4184.283066797529
10687,5318.432769277536
10700,15060.098101265823
10703,7388.842657342658
10713,7332.796297670277
10720,5500.841121495327
10732,0.0
10737,0.0
10744,4184.283066797529
10761,9874.873564386624
10770,7332.796297670277
10776,4184.283066797529
10778,7078.962590566317
10779,0.0
10810,5442.214822134388
10811,4184.283066797529
10812,5918.371298575371
10831,4184.283066797529
10832,4184.283066797529
10835,9613.021498342927
10837,0.0
10848,9874.873564386624
10851,5180.087281795511
10871,4184.283066797529
10872,15387.957828405235
10876,6795.198970564581
10879,3624.7094594594596
10887,0.0
10890,7595.323550319895
10892,5918.371298575371
10899,0.0
10917,4184.283066797529
10922,0.0
10931,0.0
10937,7595.323550319895
10940,7332.796297670277
10948,8123.577572964669
10953,8753.609756097561
10977,5442.214822134388
10981,7332.796297670277
10988,7595.323550319895
11012,10325.96882951654
11016,11240.123486682809
11022,7595.323550319895
11037,9841.685494223364
11050,7499.751445086706
11059,7332.796297670277
11061,5442.214822134388
11066,6855.631358619815
11078,9613.021498342927
11081,13609.91121495327
11084,6795.198970564581
11085,8114.54
11089,3870.401669640581
11090,4470.735771868608
11092,5908.1309229305425
11094,6252.547169811321
11124,5318.432769277536
11133,7595.323550319895
11141,10438.418918918918
11171,5908.1309229305425
11195,8216.551883674818
11196,5442.214822134388
11218,0.0
11239,0.0
11242,0.0
11248,6810.012444235736
11256,7332.796297670277
11258,7367.69604756908
11283,13136.62216624685
11287,7332.796297670277
11308,7332.796297670277
11315,0.0
11316,7595.323550319895
11351,0.0
11381,6438.055622732769
11407,5442.214822134388
11411,0.0
11415,0.0
11418,0.0
11440,9874.873564386624
11443,7595.323550319895
11464,4470.735771868608
11485,4068.8228228228227
11491,10488.244238410596
11501,9874.873564386624
11510,5908.1309229305425
11520,4964.710335747202
11542,5318.432769277536
11550,9613.021498342927
11553,11025.482209737827
11554,4184.283066797529
11578,0.0
11587,9613.021498342927
11594,4590.379713914174
11624,13609.91121495327
11628,3870.401669640581
11641,3870.401669640581
11645,6474.8036363636365
11649,0.0
11650,3962.1671258034894
11660,0.0
11671,0.0
11673,13609.91121495327
11678,8459.483771060455
11722,5318.432769277536
11724,6353.090909090909
11727,8823.139092240117
11728,3870.401669640581
11729,5908.1309229305425
11741,4433.46875
11765,9874.873564386624
11770,5442.214822134388
11774,4184.283066797529
11781,17109.429906542056
11788,4570.526867627785
11805,4470.735771868608
11813,5918.371298575371
11838,14037.147776183645
11845,8600.218782608696
11863,7827.408493664946
11874,5318.432769277536
11878,4184.283066797529
11899,3870.401669640581
11905,8459.483771060455
11925,0.0
11949,3624.7094594594596
11955,6810.012444235736
11961,9874.873564386624
11965,0.0
11999,3870.401669640581
12007,3573.0344827586205
12031,17897.98224568138
12034,7078.962590566317
12060,5918.371298575371
12069,7332.796297670277
12071,11749.211009174312
12075,0.0
12081,7595.323550319895
12084,7595.323550319895
12089,0.0
12093,9613.021498342927
12104,4184.283066797529
12107,4068.8228228228227
12114,6795.198970564581
12122,6677.916666666667
12124,9613.021498342927
12135,6438.055622732769
12160,4561.577814845705
12185,9874.873564386624
12199,5645.562322946175
12202,7332.796297670277
12210,7078.962590566317
12219,7078.962590566317
12225,0.0
12226,4184.283066797529
12238,7157.6569297700435
12243,4184.283066797529
12263,5908.1309229305425
12264,10325.96882951654
12272,4964.710335747202
12275,4470.735771868608
12281,6795.198970564581
12285,4561.577814845705
12291,5318.432769277536
12301,5109.631241997439
12305,4964.710335747202
12306,9613.021498342927
12312,6200.148113733507
12313,5908.1309229305425
12325,7883.368131868132
12332,7332.796297670277
12338,4470.735771868608
12340,5908.1309229305425
12346,0.0
12352,10053.653636363637
12358,10217.110759493671
12374,10325.96882951654
12413,0.0
12414,5918.371298575371
12417,6855.631358619815
12426,5318.432769277536
12438,0.0
12443,0.0
12448,5442.214822134388
12455,6795.198970564581
12464,7539.775
12484,11025.482209737827
12489,5442.214822134388
12490,0.0
12491,7332.796297670277
12496,5318.432769277536
12501,7332.796297670277
12507,7916.321880650995
12508,0.0
12516,7332.796297670277
12528,5918.371298575371
12532,5908.1309229305425
12540,9613.021498342927
12546,10193.0
12549,6855.631358619815
12553,5908.1309229305425
12555,0.0
12583,7332.796297670277
12586,7332.796297670277
12606,5918.371298575371
12612,0.0
12622,6794.086037234042
12625,8823.139092240117
12637,0.0
12676,0.0
12703,10419.624187256177
12751,5522.255033557047
12756,5918.371298575371
12775,6200.148113733507
12785,0.0
12797,4184.283066797529
12800,0.0
12810,4184.283066797529
12811,3833.641253869969
12814,4086.718050065876
12846,5594.198399085191
12849,4184.283066797529
12854,5594.198399085191
12869,10365.516441005802
12879,7332.796297670277
12885,10419.624187256177
12890,7078.962590566317
12892,0.0
12897,5318.432769277536
12901,6200.148113733507
12904,7332.796297670277
12928,4184.283066797529
12954,5908.1309229305425
12963,5318.432769277536
12964,8753.609756097561
12979,0.0
12994,4470.735771868608
12999,5442.214822134388
13003,3870.401669640581
13021,0.0
13038,6795.198970564581
13042,0.0
13046,7827.408493664946
13091,6771.396112311015
13103,7388.842657342658
13108,15387.957828405235
13110,3870.401669640581
13117,18840.376404494382
13133,0.0
13141,10419.624187256177
13149,8075.087929039722
13168,10488.244238410596
13188,5908.1309229305425
13193,1807.2780082987551
13197,8351.398523985239
13201,4964.710335747202
13233,4184.283066797529
13240,7332.796297670277
13253,0.0
13258,6855.631358619815
13265,6772.323453608247
13271,0.0
13280,4184.283066797529
13291,9613.021498342927
13292,7595.323550319895
13294,9613.021498342927
13309,0.0
13346,4184.283066797529
13353,7595.323550319895
13358,0.0
13374,7332.796297670277
13386,4590.379713914174
13414,4184.283066797529
13422,0.0
13431,7078.962590566317
13452,0.0
13454,4470.735771868608
13458,4184.283066797529
13485,9613.021498342927
13486,11025.482209737827
13517,7332.796297670277
13520,0.0
13521,11749.211009174312
13524,0.0
13535,7089.080985915493
13536,12700.0
13541,10325.96882951654
13542,4184.283066797529
13544,0.0
13564,0.0
13569,5442.214822134388
13604,3870.401669640581
13614,0.0
13624,0.0
13629,7332.796297670277
13638,8908.23000551572
13642,3962.1671258034894
13664,0.0
13671,7332.796297670277
13686,6810.012444235736
13687,0.0
13691,3870.401669640581
13699,0.0
13702,7089.080985915493
13708,0.0
13713,5918.371298575371
13738,6200.148113733507
13743,7332.796297670277
13777,8908.23000551572
13785,7089.080985915493
13790,4184.283066797529
13812,5318.432769277536
13827,4802.245588235294
13832,8459.483771060455
13846,7595.323550319895
13847,6855.631358619815
13861,5442.214822134388
13865,6810.012444235736
13869,6794.086037234042
13871,0.0
13873,5386.333333333333
